,tractid,year,ID,annual_id,Business_name,NEW_CATEGORY_1,symbol_1,symbol_2,symbol_3,symbol_4,symbol_5,symbol_6,symbol_7,symbol_8,symbol_9,symbol_10,symbol_11,symbol_12,symbol_13,symbol_14,symbol_15,symbol_16,symbol_17,symbol_18,symbol_19,symbol_20,symbol_21,symbol_22,symbol_23,symbol_24,symbol_25,symbol_26,symbol_27,symbol_28,symbol_29,symbol_30,symbol_31,symbol_32,symbol_33,symbol_34,symbol_35,symbol_36,phone_1,phone_2,phone_3,phone_4,phone_5,phone_6,address,harmonized_address,NEW_CITY,NEW_COUNTY,State,NEW_STATE,ZIP,FIPS,Area,Email,www,Fax,Location,Text,_ALL_M_,_ALL_W_,_ACC_PRE_HELP_,_ACC_PRE_LAVE_,_AFRICAN_,_ASIAN_,_ASK_ABOUT_PETS_,_B_R_,_BISE1UAL_P_,_BISE1UAL_W_,_CAFE_,_CALL_AHEAD_,_CLOTH_OPT_,_COUNTRY_,_DANCING_,_DIVERSE_,_IND_SMO_AREA_,_INTERNET_,_KARAOKE_,_LATIN_,_LEATHER_,_NO_SMOKE_,_PEOPLE_COLOR_,_PETS_WEL_,_PREMISES_,_PREMISES_HELP_,_PRIV_CLUB_,_REST_,_SPORT_BAR_,_TRANSSE1UAL_,_TWO_SPIRIT_,_VIDEO_BAR_,_WESTERN_,_GBTQI_M_1,_GLBTQI_P_1,geocoded_county,match_distance,geocode_type,geoauth,geometry,geometry_location_type,STATEFP10,COUNTYFP10,TRACTCE10,NAME10,NAMELSAD10,AWATER10,INTPTLAT10,INTPTLON10,GISJOIN,Shape_area,Shape_len,hhi_biz,gayown,gayaud,core,exploit,entrep,waffle,countyfips,cbsa,cbsa_name,micropolitan,outlying,city_fips,city,citypop10,in_pc,gentiable_free90,gentiable_free00,gentiable_free10,gent_free9000,gent_free0010,gent_free9010,gent_free9018,gent_free9019,gent_free0018,gent_free0019,gent_free1018,gent_free1019,gent_ellen9000,gent_ellen9010,gent_ellen9018,gent_ellen9019,gent_ellen0010,gent_ellen0018,gent_ellen0019,gent_ellen1018,gent_ellen1019,asian,col,hhs,hinc,hisp,hu,mhmval,mrent,msa_college,msa_income,nhblk,nhwht,othrace,p20old,pasian,pcol,phisp,pnhblk,pnhwht,pop,pothrace,ppov,prenter,punemp,same_female_pct,same_male_pct,same_female,same_male,same_sex_pct,same_sex,unemp,gayown_neigh,gayaud_neigh,core_neigh,exploit_neigh,entrep_neigh,waffle_neigh,total_biz,pct_gayown,pct_gayaud,pct_core,pct_exploit,pct_entrep,pct_waffle,ALAND10,popdens,org_cat,pct_economy,pct_religion,pct_movement,pct_health,pct_cultural,pct_law,hhi_domain,diffloc_tel,dup_tract,relocated,before_tract,bar,bar2,rac_min,gen_min,non_main,top25,top26to50,gayborhood91,gayborhood_spring91
11,6075010700,2018,1000_000089,2018_119_03575,CITY LIGHTS BOOKSTORE,BOOKSTORES,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4153628193,NA,NA,NA,NA,NA,"261 Columbus Ave, San Francisco, California",NA,NA,San Francisco County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2273659.93820396, 351289.890779955)",ROOFTOP,6,75,10700,107,Census Tract 107,0,37.798514,-122.4100466,G0600750010700,183169.0053,2080.009641,1,1,1,1,0,0,0,6075,41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Central,667000,San Francisco,805235,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4332,979,2491,19748.7488,385,2801,667920,549.0496,42.81511068,77124.0448,0,730,75,98.64334166,78.44983702,21.17214533,6.972111554,0,13.21984788,5522,1.358203549,19.81166244,91.12806102,7.656458056,0.602167804,0,15,0,0.602167804,15,230,1,1,1,0,0,0,1,100,100,100,0,0,0,183165,0.030147681,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,0,0,1,1,0,0,0
12,6075010700,2019,1000_000089,2019_152_01463,CITY LIGHTS BOOKSTORE,BOOKSTORES,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4153628193,NA,NA,NA,NA,NA,"261 Columbus Ave, San Francisco, California",NA,NA,San Francisco County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2273659.93820396, 351289.890779955)",ROOFTOP,6,75,10700,107,Census Tract 107,0,37.798514,-122.4100466,G0600750010700,183169.0053,2080.009641,1,0,0,0,0,0,1,6075,41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Central,667000,San Francisco,805235,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4308,1037,5548,18728.8908,333,2823,639088.36,551.7416,42.72430534,78416.09,0,814,93,97.80375487,77.64960346,22.16285531,6.002162942,0,14.67195386,5548,1.67627974,19.93511175,94.64566929,8.377308707,0.003244412,0,18,0,0.32444124,18,254,0,0,0,0,0,1,1,0,0,0,0,0,100,183165,0.03028963,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,1,0,0,1,0,0,0
13,6075012201,2018,1000_000090,2018_120_03590,THE MAGAZINE,"EROTICA (PRINT, VISUAL, TOYS, SAFE SEX) SEE ALSO LEATHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4154417737,NA,NA,NA,NA,NA,"920 Larkin St, San Francisco, California",NA,NA,San Francisco County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2274956.18244188, 350364.540521462)",ROOFTOP,6,75,12201,122.01,Census Tract 122.01,0,37.7858464,-122.4163535,G0600750012201,92047.88099,1214.501176,0.5,1,1,1,0,0,0,6075,41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Central,667000,San Francisco,805235,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,933,1727,2683,51546.3872,1460,2997,474707.2,1185.6064,42.81511068,77124.0448,312,1648,285,98.8988989,20.1164295,44.95054659,31.47908581,6.727037516,35.53255714,4638,6.144890039,16.42949547,93.32836377,0.755088641,0.670890794,0.670890794,18,18,1.341781588,36,23,2,2,2,0,0,0,2,100,100,100,0,0,0,92046,0.05038785,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,0,0,1,1,0,0,0
14,6075012201,2019,1000_000090,2019_152_01493,THE MAGAZINE,EROTICA / ADULT STORES / SAFE SEX SUPPLIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4154417737,NA,NA,NA,NA,NA,"920 Larkin St, San Francisco, California",NA,NA,San Francisco County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2274956.18244188, 350364.540521462)",ROOFTOP,6,75,12201,122.01,Census Tract 122.01,0,37.7858464,-122.4163535,G0600750012201,92047.88099,1214.501176,0.5,1,1,1,0,0,0,6075,41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Central,667000,San Francisco,805235,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,827,1776,4620,49974.0324,1343,2990,449750.76,1184.0996,42.72430534,78416.09,278,1869,303,99.13043478,17.9004329,47.94816415,29.06926407,6.017316017,40.45454545,4620,6.558441558,19.00552486,95.60229446,2.598789605,0.002272727,0.002272727,10.5,10.5,0.454545455,21,73,1,1,1,0,0,1,2,50,50,50,0,0,50,92046,0.050192295,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,0,0,0,1,0,0,0
15,6075011100,2019,1000_000096,2019_012_11752,GOOD VIBRATIONS,EROTICA / ADULT STORES / SAFE SEX SUPPLIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4153450400,NA,NA,NA,NA,NA,"1620 Polk St, San Francisco, California",NA,NA,San Francisco County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2275028.76289078, 351016.611969607)",ROOFTOP,6,75,11100,111,Census Tract 111,0,37.7907445,-122.419076,G0600750011100,246648.4465,2025.853291,0.333333333,1,1,1,0,0,0,6075,41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Central,667000,San Francisco,805235,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1727,2832,4823,80023.2408,490,3418,788413.6,1237.3508,42.72430534,78416.09,202,2226,190,92.3932124,35.71871768,65.10344828,10.1344364,4.1778697,46.03929679,4835,3.929679421,10.38772548,93.32469216,0.537201182,0,0.003317437,0,16,0.331743728,16,20,3,3,3,0,0,3,6,50,50,50,0,0,50,246649,0.019602755,economy,33.33333333,50,16.66666667,0,0,0,38.88888889,1,NA,0,6075011100,0,0,0,0,0,1,0,0,0
16,6065045000,2019,1000_000115,2019_138_13587,HIDDEN JOY,EROTICA / ADULT STORES / SAFE SEX SUPPLIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7603281694,NA,NA,NA,NA,NA,"68424 Commercial Rd, Cathedral City, California",NA,NA,Riverside County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-1867518.37854855, -214294.938442913)",ROOFTOP,6,65,45000,450,Census Tract 450,115034,33.7750205,-116.4698341,G0600650045000,3671778.463,8973.755744,0.333333333,0,0,0,0,0,1,6065,40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Central,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,703,3314,31613.4624,1371,1928,261152.76,650.1084,18.65741667,48163.4916,88,1796,49,85.37344398,0.301750151,27.48240813,41.36994568,2.655401328,54.1943271,3314,1.478575739,27.51961376,46.48074369,4.930966469,0.004542475,0.012355533,15.05376344,40.94623656,1.689800845,56,75,1,1,1,0,0,2,3,33.33333333,33.33333333,33.33333333,0,0,66.66666667,3556744,0.000931751,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,1,0,0,0,0,0,0
17,6037530202,2018,1000_000123,2018_051_01229,CHICO,"BARS, CAFES, CLUBS & CLUB ORGANIZERS, RESTAURANTS",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3237213403,NA,NA,NA,NA,NA,"2915 W Beverly Blvd, Montebello, California",NA,NA,Los Angeles County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2010740.07260019, -154056.417196755)",ROOFTOP,6,37,530202,5302.02,Census Tract 5302.02,3427,34.0298138,-118.1344535,G0600370530202,1801600.46,6459.304576,1,0,0,0,0,0,1,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Central,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,480,1234,52985.2224,3845,1321,345537.28,907.5968,29.68661135,53540.4672,0,150,0,100,7.906869525,15.7946693,88.63531581,0,3.457814661,4338,0,3.856041131,30.1458671,6.535947712,0,0,0,0,0,0,160,0,0,0,0,0,1,1,0,0,0,0,0,100,1798174,0.002412447,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,1,1,0,0,1,0,0,0
18,6037530202,2019,1000_000123,2019_059_10489,CHICO,"BARS, CAFES, CLUBS, RESTAURANTS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3237213403,NA,NA,NA,NA,NA,"2915 W Beverly Blvd, Montebello, California",NA,NA,Los Angeles County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2010740.07260019, -154056.417196755)",ROOFTOP,6,37,530202,5302.02,Census Tract 5302.02,3427,34.0298138,-118.1344535,G0600370530202,1801600.46,6459.304576,1,0,0,0,0,0,1,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Central,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,473,4348,53284.482,3864,1288,343766.08,885.3012,29.64226771,53989.3208,0,146,0,100,7.773689052,15.60541076,88.86844526,0,3.357865685,4348,0,4.854142357,32.25538972,6.934755847,0,0,0,0,0,0,169,0,0,0,0,0,1,1,0,0,0,0,0,100,1798174,0.002418008,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,1,0,0,1,0,0,0
19,6037576700,2018,1000_000126,2018_008_00137,HOT STUFF,"GIFTS, CARDS, PRIDE, ETC.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5624330692,NA,NA,NA,NA,NA,"2121 E Broadway, Long Beach, California",NA,NA,Los Angeles County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2020062.55831415, -181188.810022491)",ROOFTOP,6,37,576700,5767,Census Tract 5767,1427268,33.7618269,-118.1618264,G0600370576700,774674.8161,3630.06851,1,0,0,0,0,0,1,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Central,643000,Long Beach,462257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1490,2129,49669.2416,514,2364,507464.32,1147.6608,29.68661135,53540.4672,426,2380,210,99.57698816,11.50664327,42.95185933,12.88543495,10.67936826,59.66407621,3989,5.264477313,10.32961329,59.69938938,6.278890601,0.563644904,0.563644904,12,12,1.127289807,24,163,0,0,0,0,0,1,1,0,0,0,0,0,100,774674,0.005149263,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,0,0,0,1,0,0,0
20,6037576700,2019,1000_000126,2019_008_12535,HOT STUFF,"GIFTS, CARDS, PRIDE, ETC.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5624330692,NA,NA,NA,NA,NA,"2121 E Broadway, Long Beach, California",NA,NA,Los Angeles County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2020062.55831415, -181188.810022491)",ROOFTOP,6,37,576700,5767,Census Tract 5767,1427268,33.7618269,-118.1618264,G0600370576700,774674.8161,3630.06851,0.5,1,1,1,0,0,0,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Central,643000,Long Beach,462257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1588,3766,54021.1236,606,2335,507735.4,1145.6404,29.64226771,53989.3208,349,2456,140,99.61456103,9.758576874,46.73337257,15.40025413,8.869123253,62.41423126,3935,3.557814485,10.29489205,59.5734127,4.288499025,0.003186405,0.003186405,12,12,0.637280935,24,110,1,1,1,0,0,1,2,50,50,50,0,0,50,774674,0.005079556,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,0,0,0,1,0,0,0
21,17031061800,2019,1000_000132,2019_227_03318,RAM BOOKSTORE,EROTICA / ADULT STORES / SAFE SEX SUPPLIES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7735259528,NA,NA,NA,NA,NA,"3511 1/2 N Halsted St, Chicago, Illinois",NA,NA,Cook County,ILLINOIS,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(686631.367913326, 528255.992367601)",ROOFTOP,17,31,61800,618,Census Tract 618,0,41.9464895,-87.6471132,G1700310061800,82841.71524,1199.54772,0.555555556,0,0,0,0,0,1,17031,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Central,1714000,Chicago,2695598,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,102,714,1292,53478.9968,190,745,289849.24,1032.4816,32.6952631,53081.092,45,978,100,98.12080537,7.208480565,77.18918919,13.42756184,3.180212014,69.11660777,1415,7.067137809,10.29411765,79.17847025,4.81444333,0.031275668,0.011293991,40.40816327,14.59183673,4.256965944,55,48,0,0,0,0,0,3,3,0,0,0,0,0,100,82842,0.017080708,economy,100,0,0,0,0,0,100,0,NA,0,NA,0,0,0,0,0,1,0,0,0
22,6037700502,2018,1000_000135,2018_101_02896,BOOK SOUP,BOOKSTORES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106593110,NA,NA,NA,NA,NA,"8818 Sunset Blvd, Los Angeles, California",NA,NA,Los Angeles County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2031167.44063736, -141385.019693101)",ROOFTOP,6,37,700502,7005.02,Census Tract 7005.02,0,34.0902917,-118.3807073,G0600370700502,504038.6684,3299.406966,0.25,1,1,1,0,0,0,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Central,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,2511,2882,59446.816,474,3440,529921.92,1294.7968,29.68661135,53540.4672,4,3256,93,97.61627907,8.313368471,66.04418727,11.35601342,0.095831337,78.00670819,4174,2.228078582,12.72160997,68.63289382,5.886178862,0,3.435114504,0,99,3.435114504,99,181,6,6,6,0,0,2,8,75,75,75,0,0,25,504036,0.008281155,economy,50,0,37.5,0,12.5,0,40.625,0,NA,0,NA,0,0,0,0,0,1,0,1,1
23,6037700502,2019,1000_000135,2019_127_00592,BOOK SOUP,BOOKSTORES,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106593110,NA,NA,NA,NA,NA,"8818 Sunset Blvd, Los Angeles, California",NA,NA,Los Angeles County,CALIFORNIA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-2031167.44063736, -141385.019693101)",ROOFTOP,6,37,700502,7005.02,Census Tract 7005.02,0,34.0902917,-118.3807073,G0600370700502,504038.6684,3299.406966,0.18,0,0,0,0,0,1,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Central,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,2674,4382,54360.6,523,3447,506552.04,1317.9672,29.64226771,53989.3208,49,3444,66,97.85320569,6.952359243,66.46781009,11.92158651,1.116936403,78.5046729,4387,1.504444951,10.50832004,68.79194631,6.221408966,0,0.026015518,0,114,2.601551803,114,204,3,3,3,0,0,7,10,30,30,30,0,0,70,504036,0.008703743,economy,50,0,30,10,10,0,36,0,NA,0,NA,0,0,0,0,0,1,0,1,1
24,36061013700,2019,1000_000164,2019_004_05815,EVES GARDEN,EROTICA / ADULT STORES / SAFE SEX SUPPLIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127578651,NA,NA,NA,NA,NA,"119 W 57th St, New York, New York",NA,NA,New York County,NEW YORK,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(1827246.67310683, 578534.830042852)",ROOFTOP,36,61,13700,137,Census Tract 137,0,40.765207,-73.9802337,G3600610013700,225670.1854,1903.199573,0.625,1,1,1,0,0,0,36061,35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central,3651000,New York,8175133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,4045,5957,133255.2112,532,5642,737824.96,2230.6336,34.72075923,58260.5108,119,4240,355,90.03899326,12.47914581,81.66767616,8.875542209,1.985318652,70.73740407,5994,5.922589256,6.272939606,64.55269608,5.065666041,0,0,0,0,0,0,189,2,2,2,0,0,2,4,50,50,50,0,0,50,225671,0.02656079,economy,25,0,0,75,0,0,62.5,0,NA,0,NA,0,0,0,0,0,1,0,0,0
25,25021400200,2018,1000_000206,2018_208_06444,BROOKLINE BOOKSMITH,BOOKSTORES,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6175666660,NA,NA,NA,NA,NA,"279 Harvard St, Brookline, Massachusetts",NA,NA,Norfolk County,MASSACHUSETTS,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(2013436.89672711, 807524.825435702)",ROOFTOP,25,21,400200,4002,Census Tract 4002,0,42.3468934,-71.1196352,G2500210400200,532989.4277,3518.98115,0.5,0,0,0,0,0,1,25021,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,Central,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,3430,2813,55350.24,493,2963,577082.88,1692.064,41.54947538,66217.3952,185,3717,305,96.05129936,24.81203008,88.15214598,7.886738122,2.959526476,59.462486,6251,4.879219325,26.51915985,52.50622112,0.720551378,0,2.168503377,0,61,2.168503377,61,23,1,1,1,0,0,1,2,50,50,50,0,0,50,532990,0.011728175,economy,50,0,0,0,0,50,50,0,NA,0,NA,0,0,0,0,0,1,0,0,0
26,25021400200,2019,1000_000206,2019_272_08856,BROOKLINE BOOKSMITH,BOOKSTORES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6175666660,NA,NA,NA,NA,NA,"279 Harvard St, Brookline, Massachusetts",NA,NA,Norfolk County,MASSACHUSETTS,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(2013436.89672711, 807524.825435702)",ROOFTOP,25,21,400200,4002,Census Tract 4002,0,42.3468934,-71.1196352,G2500210400200,532989.4277,3518.98115,0.625,0,0,0,0,0,1,25021,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,Central,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,3621,6576,62033.95,501,2931,565941.92,1651.5268,41.36490292,66810.2868,270,3805,255,95.05288298,26.8030303,87.48489973,7.590909091,4.090909091,57.65151515,6600,3.863636364,25.69476082,52.57695061,0.58050718,0,0.001216545,0,8,0.121654501,8,19,2,2,2,0,0,2,4,50,50,50,0,0,50,532990,0.012382972,economy,25,0,0,0,0,75,62.5,0,NA,0,NA,0,0,0,0,0,1,0,0,0
